task,model_id,kind,deployment_role,repeat,seed,fold,threshold,n,positive_n,accuracy,balanced_accuracy,f1,precision,sensitivity,specificity,log_loss,ece_10,auroc,average_precision,tp,fp,tn,fn
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,2,20260607,2,0.64901268,198,164,0.7171717171717171,0.7360114777618364,0.8055555555555556,0.9354838709677419,0.7073170731707317,0.7647058823529411,0.41667407270685,0.07701986772294897,0.8207496413199427,0.9503225409878756,116,8,26,48
severe_level_3_vs_1_2,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,2,20260607,3,0.32724425,197,51,0.6446700507614214,0.6007923717432178,0.4262295081967213,0.36619718309859156,0.5098039215686274,0.6917808219178082,0.6017664574813301,0.0902690712735788,0.6585414987912974,0.3641727544693237,26,45,101,25
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,2,20260607,3,0.6654738600000001,197,163,0.7157360406091371,0.7816672681342476,0.7985611510791367,0.9652173913043478,0.6809815950920245,0.8823529411764706,0.47160403284601193,0.07715900370964893,0.8319198845182245,0.9391947705009974,111,4,30,52
severe_level_3_vs_1_2,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,2,20260607,4,0.48665554,197,51,0.7411167512690355,0.5765511684125705,0.32,0.5,0.23529411764705882,0.9178082191780822,0.5616229783384029,0.06328670662120536,0.6539752887456354,0.43515791864018805,12,12,134,39
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,2,20260607,4,0.69072528,197,163,0.751269035532995,0.8264164561530134,0.8256227758007118,0.9830508474576272,0.7116564417177914,0.9411764705882353,0.33394185137675675,0.11215514411156002,0.9095092024539878,0.9800301304869166,116,2,32,47
severe_level_3_vs_1_2,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,0,0.44036976,198,52,0.7070707070707071,0.5413593256059009,0.2564102564102564,0.38461538461538464,0.19230769230769232,0.8904109589041096,0.5823192291036546,0.08283651747264582,0.5848261327713382,0.36824904839675454,10,16,130,42
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,0,0.6019102599999999,198,164,0.8131313131313131,0.8172525107604017,0.8778877887788779,0.9568345323741008,0.8109756097560976,0.8235294117647058,0.35929696493778335,0.11028858463486946,0.8883608321377332,0.9734797158868311,133,6,28,31
severe_level_3_vs_1_2,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,1,0.42000471,198,52,0.7777777777777778,0.6264488935721813,0.42105263157894735,0.6666666666666666,0.3076923076923077,0.9452054794520548,0.5499520341653034,0.12147753718278241,0.6211801896733404,0.4920682843278804,16,8,138,36
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,1,0.6043771239562288,198,164,0.7575757575757576,0.7720588235294117,0.8367346938775511,0.9461538461538461,0.75,0.7941176470588235,0.4276597895538716,0.11750797800570659,0.8228120516499283,0.9465393806213444,123,7,27,41
severe_level_3_vs_1_2,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,2,0.3415024,198,52,0.5757575757575758,0.5823234984193888,0.4246575342465753,0.32978723404255317,0.5961538461538461,0.5684931506849316,0.5609523978253477,0.06952310660841968,0.6583245521601686,0.41724946422988096,31,63,83,21
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,2,0.73002166,198,164,0.6565656565656566,0.781025824964132,0.7404580152671756,0.9897959183673469,0.5914634146341463,0.9705882352941176,0.359473764576505,0.12202870690208535,0.9088952654232424,0.9794073566290499,97,1,33,67
severe_level_3_vs_1_2,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,3,0.31426722,197,51,0.4416243654822335,0.5212194466827826,0.3888888888888889,0.2713178294573643,0.6862745098039216,0.3561643835616438,0.6191825624100309,0.09204885176850441,0.5952189094816008,0.3234722355176322,35,94,52,16
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,3,0.6493832935061671,197,163,0.7411167512690355,0.7271743053049441,0.8271186440677966,0.9242424242424242,0.7484662576687117,0.7058823529411765,0.40398526349493724,0.08851135562022402,0.8053049440635149,0.9490473117112077,122,10,24,41
severe_level_3_vs_1_2,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,4,0.3868925438689254,197,51,0.6903553299492385,0.6124764974482944,0.42990654205607476,0.4107142857142857,0.45098039215686275,0.773972602739726,0.5627972316096285,0.08709084821667776,0.6545796400752082,0.4155576598330101,23,33,113,28
any_brar_level_2_3_vs_1,downstream_plus_age_sex,upper_bound,non-deployment upper-bound sensitivity,3,20260608,4,0.58831051,197,163,0.766497461928934,0.7308733309274631,0.847682119205298,0.920863309352518,0.7852760736196319,0.6764705882352942,0.4606392801661418,0.1064815288583423,0.8240707325875135,0.9325073221327704,128,11,23,35
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,0,0.27303552124717373,198,52,0.5606060606060606,0.6339567966280295,0.48520710059171596,0.3504273504273504,0.7884615384615384,0.4794520547945205,0.5450409684013229,0.08528409545961861,0.7050842992623814,0.43612253689592045,41,76,70,11
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,0,0.7803706420626939,198,164,0.6767676767676768,0.6999641319942611,0.7730496453900709,0.923728813559322,0.6646341463414634,0.7352941176470589,0.3781751188701004,0.057492481417006976,0.8009325681492108,0.9488551865990081,109,9,25,55
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,1,0.28299719875825363,198,52,0.5959595959595959,0.5836406743940991,0.42028985507246375,0.3372093023255814,0.5576923076923077,0.6095890410958904,0.6330414912774628,0.15310288597310362,0.6447576396206534,0.40768583927322766,29,57,89,23
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,1,0.8032817728445389,198,164,0.7171717171717171,0.7126972740315638,0.8082191780821918,0.921875,0.7195121951219512,0.7058823529411765,0.41062813262795617,0.07169647385108509,0.7582496413199425,0.9351661848815621,118,10,24,46
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,2,0.35679910597479325,198,52,0.7272727272727273,0.6974446786090622,0.55,0.4852941176470588,0.6346153846153846,0.7602739726027398,0.5058325816371253,0.043830312001770864,0.7662012644889357,0.5009496468248184,33,35,111,19
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,2,0.6988902258243221,198,164,0.6818181818181818,0.7263271162123386,0.7741935483870968,0.9391304347826087,0.6585365853658537,0.7941176470588235,0.4203262534765663,0.10440790405220644,0.7790530846484935,0.9362448574455586,108,7,27,56
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,3,0.2548619143408276,197,51,0.5380710659898477,0.5990464679022294,0.4484848484848485,0.32456140350877194,0.7254901960784313,0.4726027397260274,0.5470567058426687,0.0713412809636176,0.6637120601665323,0.4798369496174044,37,77,69,14
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,3,0.750572867968599,197,163,0.6091370558375635,0.6939732948394082,0.7049808429118773,0.9387755102040817,0.5644171779141104,0.8235294117647058,0.42923947180109756,0.10962478685283703,0.7825694695055937,0.9225441029282817,92,6,28,71
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,4,0.4048454151736067,197,51,0.700507614213198,0.6065672844480258,0.4158415841584158,0.42,0.4117647058823529,0.8013698630136986,0.5299077458301222,0.04804844286817052,0.7031963470319634,0.47641026091301103,21,29,117,30
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,1,20260606,4,0.7130776903410582,197,163,0.6598984771573604,0.6548177553229881,0.7632508833922261,0.9,0.6625766871165644,0.6470588235294118,0.42577744232412507,0.09969300197102081,0.7463009743774811,0.938059864242594,108,12,22,55
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,0,0.32962470338222444,198,52,0.6565656565656566,0.6556902002107481,0.5,0.40476190476190477,0.6538461538461539,0.6575342465753424,0.520067735861027,0.05791341703905615,0.7266859852476291,0.45373803752851977,34,50,96,18
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,0,0.6981119921109167,198,164,0.7373737373737373,0.7132352941176471,0.825503355704698,0.917910447761194,0.75,0.6764705882352942,0.4227482585386912,0.08228956590624673,0.7544835007173601,0.932686863724781,123,11,23,41
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,1,0.33486063685243705,198,52,0.6313131313131313,0.595231822971549,0.4251968503937008,0.36,0.5192307692307693,0.6712328767123288,0.5865164607739026,0.12464614917607411,0.6161749209694415,0.4166105025954312,27,48,98,25
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,1,0.7878919815573581,198,164,0.5808080808080808,0.7119799139167862,0.6693227091633466,0.9655172413793104,0.5121951219512195,0.9117647058823529,0.393923546305552,0.09396361384781499,0.8170731707317073,0.9492525232412836,84,3,31,80
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,2,0.2879083263815171,198,52,0.6363636363636364,0.6481822971549,0.49295774647887325,0.3888888888888889,0.6730769230769231,0.6232876712328768,0.570437633753515,0.06887312194134082,0.6538461538461537,0.4232554308954678,35,55,91,17
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,2,0.73512469542791,198,164,0.6868686868686869,0.7060616929698709,0.7816901408450704,0.925,0.676829268292683,0.7352941176470589,0.41021008272277165,0.061197197563420146,0.780667144906743,0.9384276965003726,111,9,25,53
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,3,0.29649861341140926,197,51,0.6243654822335025,0.6445071179156594,0.4861111111111111,0.3763440860215054,0.6862745098039216,0.6027397260273972,0.5352483754460372,0.09370263898119514,0.7048079505774912,0.4313139946026037,35,58,88,16
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,3,0.6057642471037926,197,163,0.7614213197969543,0.6346986647419703,0.8517350157728707,0.8766233766233766,0.8282208588957055,0.4411764705882353,0.4276924324179606,0.09340703395038617,0.7419704077950198,0.9348818575304365,135,19,15,28
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,4,0.2240835422452999,197,51,0.49238578680203043,0.6128793983346763,0.46808510638297873,0.32116788321167883,0.8627450980392157,0.363013698630137,0.5322006140308797,0.09720360554098502,0.7190437818963201,0.5036841851660996,44,93,53,7
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,2,20260607,4,0.720439782691339,197,163,0.6903553299492385,0.7314146517502707,0.7813620071684588,0.9396551724137931,0.6687116564417178,0.7941176470588235,0.39262045996447875,0.09933526064703879,0.8128834355828221,0.9517811697132906,109,7,27,54
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,0,0.1574366846279331,198,52,0.48484848484848486,0.5640147523709167,0.42696629213483145,0.30158730158730157,0.7307692307692307,0.3972602739726027,0.6283972045916816,0.13921755844362213,0.637118018967334,0.42790935809797853,38,88,58,14
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,0,0.8131615459103241,198,164,0.6515151515151515,0.6614060258249641,0.7544483985765125,0.905982905982906,0.6463414634146342,0.6764705882352942,0.45573095692899035,0.07801861448317722,0.728658536585366,0.9209832380940239,106,11,23,58
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,1,0.3361382127611379,198,52,0.6919191919191919,0.6425184404636459,0.47863247863247865,0.4307692307692308,0.5384615384615384,0.7465753424657534,0.5551873698093225,0.06984477449888304,0.6770284510010538,0.4536231194922989,28,37,109,24
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,1,0.7920840685566672,198,164,0.5656565656565656,0.6562051649928264,0.6640625,0.9239130434782609,0.5182926829268293,0.7941176470588235,0.4514001099870959,0.10559697569248946,0.7157460545193687,0.9262721791078181,85,7,27,79
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,2,0.3859195522840399,198,52,0.7323232323232324,0.7008693361433087,0.5546218487394958,0.4925373134328358,0.6346153846153846,0.7671232876712328,0.5159794522458873,0.09645520058684161,0.7492096944151738,0.5609831150023172,33,34,112,19
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,2,0.713975536732983,198,164,0.7424242424242424,0.797883787661406,0.8210526315789474,0.9669421487603306,0.7134146341463414,0.8823529411764706,0.370369948131649,0.11525309266837166,0.8697991391678623,0.9707779452572803,117,4,30,47
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,3,0.317740540106847,197,51,0.6091370558375635,0.6597502014504432,0.5032258064516129,0.375,0.7647058823529411,0.5547945205479452,0.5339081064733546,0.12395542488323837,0.7360999194198227,0.5261401907284684,39,65,81,12
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,3,0.703906368135515,197,163,0.7614213197969543,0.6579754601226994,0.8498402555910544,0.8866666666666667,0.8159509202453987,0.5,0.41637759476548464,0.055785609273401614,0.7345723565499819,0.9192595976745289,133,17,17,30
severe_level_3_vs_1_2,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,4,0.4934083414033604,197,51,0.7208121827411168,0.5756110663443459,0.3373493975903614,0.4375,0.27450980392156865,0.8767123287671232,0.5763751614045287,0.0696300911837425,0.6633091592801503,0.3859549530271337,14,18,128,37
any_brar_level_2_3_vs_1,image_efficientnet_b0,image_only,primary image-only baseline,3,20260608,4,0.7945564355787377,197,163,0.5939086294416244,0.6731324431613136,0.6923076923076923,0.9278350515463918,0.5521472392638037,0.7941176470588235,0.45447289101908034,0.06496065626865098,0.6955972573078311,0.9247812176486585,90,7,27,73
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,0,0.42320363979115916,198,52,0.7626262626262627,0.7214172813487882,0.584070796460177,0.5409836065573771,0.6346153846153846,0.8082191780821918,0.5182259125425293,0.09501908339071344,0.7452581664910433,0.5468561901684297,33,28,118,19
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,0,0.7041302185021205,198,164,0.7474747474747475,0.7426470588235294,0.831081081081081,0.9318181818181818,0.75,0.7352941176470589,0.3729427842704391,0.11452814332483496,0.8428981348637016,0.9622052419918317,123,9,25,41
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,1,0.27689260827503415,198,52,0.5656565656565656,0.6188092729188619,0.4691358024691358,0.34545454545454546,0.7307692307692307,0.5068493150684932,0.5436132603254692,0.060883683811433706,0.696917808219178,0.4478361201279375,38,72,74,14
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,1,0.5652822749590678,198,164,0.7474747474747475,0.6843615494978479,0.8366013071895425,0.9014084507042254,0.7804878048780488,0.5882352941176471,0.4337740027111626,0.08478713056040783,0.8025466284074605,0.9544237980692729,128,14,20,36
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,2,0.3974461147849002,198,52,0.6414141414141414,0.6020811380400422,0.432,0.3698630136986301,0.5192307692307693,0.684931506849315,0.5728237254209484,0.08468865038630949,0.6599051633298209,0.39643456692626766,27,46,100,25
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,2,0.6974915565396826,198,164,0.7272727272727273,0.7187948350071736,0.8163265306122449,0.9230769230769231,0.7317073170731707,0.7058823529411765,0.4249014502498051,0.0831086602905998,0.7577116212338595,0.9296944122022311,120,10,24,44
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,3,0.3157656480824766,197,51,0.5989847715736041,0.5827289820037604,0.4148148148148148,0.3333333333333333,0.5490196078431373,0.6164383561643836,0.5580861655728677,0.05451584573474862,0.6403438087563793,0.3982422348256343,28,56,90,23
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,3,0.6485864689131806,197,163,0.7106598984771574,0.7204077950198484,0.8013937282229965,0.9274193548387096,0.7055214723926381,0.7352941176470589,0.4460410958486575,0.08683113692800352,0.7863587152652471,0.9476638896095855,115,9,25,48
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,4,0.3581214643314765,197,51,0.700507614213198,0.702256244963739,0.549618320610687,0.45,0.7058823529411765,0.6986301369863014,0.5231074521023505,0.06752570669009836,0.7350255170561375,0.529554976680974,36,44,102,15
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,1,20260606,4,0.7020075888678003,197,163,0.6903553299492385,0.7081378563695417,0.784452296819788,0.925,0.6809815950920245,0.7352941176470589,0.4798029665691065,0.08909864887335452,0.7526163839769037,0.9320792615759124,111,9,25,52
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,0,0.16240086679070753,198,52,0.5151515151515151,0.6712328767123288,0.52,0.35135135135135137,1.0,0.3424657534246575,0.49596414668543803,0.09999984046110445,0.7579030558482613,0.5436164950015152,52,96,50,0
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,0,0.6052896867478135,198,164,0.7272727272727273,0.6838235294117647,0.82,0.9044117647058824,0.75,0.6176470588235294,0.45066912641433726,0.08454509252670508,0.7535868005738882,0.9283967136522929,123,13,21,41
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,1,0.33158675987702646,198,52,0.6515151515151515,0.6460748155953635,0.4888888888888889,0.39759036144578314,0.6346153846153846,0.6575342465753424,0.5254413600696569,0.06631171634771692,0.702713382507903,0.5007215974015917,33,50,96,19
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,1,0.5844082310653835,198,164,0.7676767676767676,0.754842180774749,0.8466666666666667,0.9338235294117647,0.774390243902439,0.7352941176470589,0.4342306109673583,0.10950890004549976,0.8265781922525108,0.9592238359035596,127,9,25,37
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,2,0.3849557783555836,198,52,0.6868686868686869,0.6452845100105374,0.48333333333333334,0.4264705882352941,0.5576923076923077,0.7328767123287672,0.5702618741190587,0.09748892283781269,0.6521338250790306,0.39025298619816506,29,39,107,23
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,2,0.7386000722440693,198,164,0.6313131313131313,0.6608680057388809,0.7345454545454545,0.9099099099099099,0.6158536585365854,0.7058823529411765,0.45030905534990223,0.09084257580601843,0.7288378766140602,0.926700035960515,101,10,24,63
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,3,0.37800253220006763,197,51,0.6142131979695431,0.605761482675262,0.4411764705882353,0.35294117647058826,0.5882352941176471,0.6232876712328768,0.5299851964921698,0.104462852428752,0.7104485629868386,0.4987654455120778,30,55,91,21
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,3,0.6449326493348994,197,163,0.751269035532995,0.7333092746300975,0.835016835016835,0.9253731343283582,0.7607361963190185,0.7058823529411765,0.42550124705524,0.08417800182000407,0.8027787802237459,0.9522271239281492,124,10,24,39
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,4,0.31620925418786927,197,51,0.6091370558375635,0.6342331453129197,0.47619047619047616,0.3645833333333333,0.6862745098039216,0.5821917808219178,0.5451744400943166,0.05769795197378129,0.6865431103948428,0.488654842792045,35,61,85,16
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,2,20260607,4,0.7111216255330677,197,163,0.6294416243654822,0.6829664381089859,0.7286245353159851,0.9245283018867925,0.6012269938650306,0.7647058823529411,0.4646794433996624,0.09858807324419103,0.7601948754962107,0.9385229351619018,98,8,26,65
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,0,0.281362058462907,198,52,0.5454545454545454,0.6484457323498419,0.5,0.3515625,0.8653846153846154,0.4315068493150685,0.5326533062120692,0.08414327733848966,0.7156217070600632,0.5045780952883152,45,83,63,7
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,0,0.6616878798190791,198,164,0.7171717171717171,0.759325681492109,0.8028169014084507,0.95,0.6951219512195121,0.8235294117647058,0.42916479366627197,0.13229194338814051,0.8007532281205165,0.9400000478754191,114,6,28,50
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,1,0.39775243637088364,198,52,0.7474747474747475,0.649236037934668,0.4791666666666667,0.5227272727272727,0.4423076923076923,0.8561643835616438,0.5219244478530246,0.0441713411734293,0.7099578503688092,0.5175731107217572,23,21,125,29
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,1,0.4690800783869178,198,164,0.7727272727272727,0.6529770444763271,0.8589341692789969,0.8838709677419355,0.8353658536585366,0.47058823529411764,0.522664142239919,0.078466531605629,0.7146700143472025,0.9215547934572614,137,18,16,27
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,2,0.3344375415200134,198,52,0.6666666666666666,0.6749209694415174,0.5217391304347826,0.4186046511627907,0.6923076923076923,0.6575342465753424,0.5188717140300835,0.0679661826171151,0.7252370916754478,0.5105518821067414,36,50,96,16
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,2,0.770106234564941,198,164,0.6464646464646465,0.7632711621233859,0.732824427480916,0.9795918367346939,0.5853658536585366,0.9411764705882353,0.3756270972126974,0.1112832263126908,0.8744619799139168,0.9720696908564364,96,2,32,68
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,3,0.36845012554811013,197,51,0.6446700507614214,0.645447219983884,0.4852941176470588,0.38823529411764707,0.6470588235294118,0.6438356164383562,0.5245378315998924,0.1069009877663776,0.7434864356701584,0.5252198552346842,33,52,94,18
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,3,0.6790844476418367,197,163,0.6598984771573604,0.6548177553229881,0.7632508833922261,0.9,0.6625766871165644,0.6470588235294118,0.46359939188437643,0.09406249379891113,0.7170696499458679,0.9200011351934891,108,12,22,55
severe_level_3_vs_1_2,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,4,0.38230460925191884,197,51,0.7309644670050761,0.6972871340316948,0.5470085470085471,0.48484848484848486,0.6274509803921569,0.7671232876712328,0.5139697646814995,0.06233109494646186,0.7218640881009939,0.5308572524286109,32,34,112,19
any_brar_level_2_3_vs_1,image_finetuned_efficientnet_b0,image_only,single lightly fine-tuned same-split comparator,3,20260608,4,0.7546941565757488,197,163,0.5634517766497462,0.7012811259473114,0.6504065040650406,0.963855421686747,0.49079754601226994,0.9117647058823529,0.45106210434826605,0.13174088006023726,0.8210032479249368,0.9571363389763998,80,3,31,83
severe_level_3_vs_1_2,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,0,0.2907406917086336,198,52,0.6313131313131313,0.6819020021074815,0.5290322580645161,0.39805825242718446,0.7884615384615384,0.5753424657534246,0.5454102884692633,0.09790775117797519,0.7066649104320336,0.42769232752789144,41,62,84,11
any_brar_level_2_3_vs_1,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,0,0.7799983238635448,198,164,0.702020202020202,0.7152080344332855,0.794425087108014,0.926829268292683,0.6951219512195121,0.7352941176470589,0.37111895624703856,0.06804846635479024,0.8100789096126255,0.9519636852178537,114,9,25,50
severe_level_3_vs_1_2,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,1,0.25358018812216804,198,52,0.5858585858585859,0.589172813487882,0.4305555555555556,0.33695652173913043,0.5961538461538461,0.5821917808219178,0.6240189986651193,0.13931716030835903,0.6468651211801897,0.4108303672788453,31,61,85,21
any_brar_level_2_3_vs_1,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,1,0.807452593055817,198,164,0.7323232323232324,0.7684720229555236,0.8153310104529616,0.9512195121951219,0.7134146341463414,0.8235294117647058,0.3953775391470082,0.0947975163469589,0.7758249641319942,0.9413102381504121,117,6,28,47
severe_level_3_vs_1_2,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,2,0.346098545314439,198,52,0.7272727272727273,0.7036354056902002,0.5573770491803278,0.4857142857142857,0.6538461538461539,0.7534246575342466,0.503263508789879,0.04171938632459614,0.7689673340358272,0.510538588218969,34,36,110,18
any_brar_level_2_3_vs_1,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,2,0.6719231607389878,198,164,0.7474747474747475,0.7426470588235294,0.831081081081081,0.9318181818181818,0.75,0.7352941176470589,0.41430607370540373,0.08294387916053154,0.7878407460545193,0.9361175182774686,123,9,25,41
severe_level_3_vs_1_2,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,3,0.37998082459724186,197,51,0.6903553299492385,0.6124764974482944,0.42990654205607476,0.4107142857142857,0.45098039215686275,0.773972602739726,0.5443795582001636,0.06876064418179095,0.6697555734622616,0.4873125173997108,23,33,113,28
any_brar_level_2_3_vs_1,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,3,0.7226547392021756,197,163,0.649746192893401,0.7068747744496571,0.7453874538745388,0.9351851851851852,0.6196319018404908,0.7941176470588235,0.42134155013377683,0.11360803707566576,0.7915914832190545,0.9259244617735971,101,7,27,62
severe_level_3_vs_1_2,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,4,0.39186268777624855,197,51,0.7106598984771574,0.6389336556540425,0.4672897196261682,0.44642857142857145,0.49019607843137253,0.7876712328767124,0.5284882001830489,0.040312935345793166,0.7023905452591995,0.4783235557723085,25,31,115,26
any_brar_level_2_3_vs_1,image_plus_age_sex,metadata_sensitivity,allowed metadata sensitivity,1,20260606,4,0.7101719728154273,197,163,0.6802030456852792,0.6787260916636593,0.7789473684210526,0.9098360655737705,0.6809815950920245,0.6764705882352942,0.42160152424538755,0.08763448317703405,0.7571273908336341,0.9394941375649044,111,11,23,52
