task,model_id,kind,deployment_role,repeat,seed,fold,threshold,n,positive_n,accuracy,balanced_accuracy,f1,precision,sensitivity,specificity,log_loss,ece_10,auroc,average_precision,tp,fp,tn,fn
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,3,20260608,0,0.26013513739864863,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5758021083876891,0.002491125227614077,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,3,20260608,0,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.45859976724742807,0.0005801265598550653,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,3,20260608,1,0.26013513739864863,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5758021083876891,0.002491125227614077,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,3,20260608,1,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.45859976724742807,0.0005801265598550653,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,3,20260608,2,0.2613827973861721,198,52,0.26262626262626265,0.5,0.416,0.26262626262626265,1.0,0.0,0.5757900202487919,0.0012434652400906132,0.5,0.26262626262626265,52,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,3,20260608,2,0.5,198,164,0.8282828282828283,0.5,0.9060773480662984,0.8282828282828283,1.0,0.0,0.45859888077150274,0.0002895765627601854,0.5,0.8282828282828283,164,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,3,20260608,3,0.26262626,197,51,0.25888324873096447,0.5,0.4112903225806452,0.25888324873096447,1.0,0.0,0.5719218711662615,0.0037430112690356454,0.5,0.25888324873096447,51,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,3,20260608,3,0.5,197,163,0.8274111675126904,0.5,0.9055555555555556,0.8274111675126904,1.0,0.0,0.4599701496274253,0.0008716624873097434,0.5,0.8274111675126904,163,34,0,0
severe_level_3_vs_1_2,majority_class,baseline,minimum class-prior baseline,3,20260608,4,0.2613827973861721,197,51,0.25888324873096447,0.5,0.4112903225806452,0.25888324873096447,1.0,0.0,0.5719018006079339,0.002499548655207573,0.5,0.25888324873096447,51,146,0,0
any_brar_level_2_3_vs_1,majority_class,baseline,minimum class-prior baseline,3,20260608,4,0.5,197,163,0.8274111675126904,0.5,0.9055555555555556,0.8274111675126904,1.0,0.0,0.4599686706499031,0.0005820842073777088,0.5,0.8274111675126904,163,34,0,0
