model_id,kind,deployment_role,repeat,seed,fold,n,accuracy,balanced_accuracy,macro_f1,ordinal_mae,adjacent_accuracy,two_grade_error_rate,quadratic_weighted_kappa,severe_auroc_from_prob_3
majority_class,baseline,minimum class-prior baseline,1,20260606,0,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,1,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,2,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,3,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,1,20260606,4,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,0,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,1,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,2,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,3,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,2,20260607,4,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,0,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,1,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,2,198,0.5656565656565656,0.3333333333333333,0.24086021505376343,0.43434343434343436,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,3,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
majority_class,baseline,minimum class-prior baseline,3,20260608,4,197,0.5685279187817259,0.3333333333333333,0.24163969795037757,0.43147208121827413,1.0,0.0,0.0,0.5
