model_id,repeat,seed,fold,task,threshold_source,threshold,n,positive_n,accuracy,balanced_accuracy,f1,precision,sensitivity,specificity,log_loss,ece_10,auroc,average_precision
admin_index,2,20260607,1,level_3_vs_lower,validation_youden,0.34434941,198,52,0.7373737373737373,0.6176238145416227,0.4222222222222222,0.5,0.36538461538461536,0.8698630136986302,0.5830013477894108,0.06890905139185843,0.5944415173867229,0.4132446128254116
admin_index,2,20260607,2,level_1_vs_higher,validation_youden,0.6794663599999999,198,164,0.4797979797979798,0.6276901004304161,0.5617021276595745,0.9295774647887324,0.4024390243902439,0.8529411764705882,0.522193548460879,0.16066389524575517,0.5577474892395983,0.875852295322513
admin_index,2,20260607,2,level_3_vs_lower,validation_youden,0.38508918,198,52,0.6868686868686869,0.5214699683877766,0.225,0.32142857142857145,0.17307692307692307,0.8698630136986302,0.5913515874133191,0.08783819632476801,0.5032929399367756,0.2946353918459054
admin_index,2,20260607,3,level_1_vs_higher,validation_youden,0.68574557,197,163,0.4010152284263959,0.6147600144352219,0.44339622641509435,0.9591836734693877,0.2883435582822086,0.9411764705882353,0.5205440512270422,0.15770198735915686,0.5678455431252255,0.8873942990158716
admin_index,2,20260607,3,level_3_vs_lower,validation_youden,0.36819924,197,51,0.7258883248730964,0.5981735159817352,0.38636363636363635,0.4594594594594595,0.3333333333333333,0.863013698630137,0.5828454110380912,0.08445228883625493,0.5691646521622347,0.36302170929886884
admin_index,2,20260607,4,level_1_vs_higher,validation_youden,0.7033385470333855,197,163,0.41116751269035534,0.6325333814507398,0.4528301886792453,0.9795918367346939,0.294478527607362,0.9705882352941176,0.5233709812099422,0.15962581437334,0.5351858534824974,0.8828871160112617
admin_index,2,20260607,4,level_3_vs_lower,validation_youden,0.33719669,197,51,0.5177664974619289,0.5024174053182917,0.3356643356643357,0.2608695652173913,0.47058823529411764,0.5342465753424658,0.585259592282851,0.10671249096623381,0.5367982809562181,0.34697293771447013
admin_index,3,20260608,0,level_1_vs_higher,validation_youden,0.7032478770324788,198,164,0.3838383838383838,0.5930774748923959,0.42452830188679247,0.9375,0.27439024390243905,0.9117647058823529,0.5263373688856317,0.17015803355964249,0.5394548063127691,0.8750638832874033
admin_index,3,20260608,0,level_3_vs_lower,validation_youden,0.36472566,198,52,0.6060606060606061,0.5223919915700738,0.3157894736842105,0.2903225806451613,0.34615384615384615,0.6986301369863014,0.5927302289650278,0.0906088864117347,0.4945995785036881,0.31333900749254506
admin_index,3,20260608,1,level_1_vs_higher,validation_youden,0.68597261,198,164,0.4494949494949495,0.5977403156384504,0.5281385281385281,0.9104477611940298,0.3719512195121951,0.8235294117647058,0.524927897848653,0.1607216372979127,0.5206241032998565,0.8605410607371515
admin_index,3,20260608,1,level_3_vs_lower,validation_youden,0.3842505961574941,198,52,0.7222222222222222,0.5702054794520548,0.32098765432098764,0.4482758620689655,0.25,0.8904109589041096,0.5866115950340067,0.08133072651282797,0.5408324552160169,0.34456279422994684
admin_index,3,20260608,2,level_1_vs_higher,validation_youden,0.6626947000000001,198,164,0.7070707070707071,0.508428981348637,0.8209876543209876,0.83125,0.8109756097560976,0.20588235294117646,0.524265813041192,0.16172824090849458,0.5242109038737447,0.8801838553473456
admin_index,3,20260608,2,level_3_vs_lower,validation_youden,0.34094497,198,52,0.6616161616161617,0.5662539515279241,0.3619047619047619,0.3584905660377358,0.36538461538461536,0.7671232876712328,0.587070927675032,0.0703376845980701,0.5133034773445733,0.32952061268613564
admin_index,3,20260608,3,level_1_vs_higher,validation_youden,0.6775968667759688,197,163,0.29949238578680204,0.5534103211836882,0.28125,0.9310344827586207,0.1656441717791411,0.9411764705882353,0.5223226760768891,0.16029087345039517,0.6241429086972211,0.8849487377310501
admin_index,3,20260608,3,level_3_vs_lower,validation_youden,0.34258869,197,51,0.751269035532995,0.5897797475154445,0.3466666666666667,0.5416666666666666,0.2549019607843137,0.9246575342465754,0.5821534650871147,0.07480856365593014,0.6443728176201987,0.39806298910858695
admin_index,3,20260608,4,level_1_vs_higher,validation_youden,0.70881526,197,163,0.41116751269035534,0.5627029953085528,0.48214285714285715,0.8852459016393442,0.3312883435582822,0.7941176470588235,0.5335504586593329,0.15913930599903464,0.4682425117286178,0.8612558070497436
admin_index,3,20260608,4,level_3_vs_lower,validation_youden,0.40607182,197,51,0.7309644670050761,0.6015981735159818,0.39080459770114945,0.4722222222222222,0.3333333333333333,0.8698630136986302,0.5899218813879084,0.11803175784140586,0.5229653505237711,0.34407651995520316
age_sex,1,20260606,0,level_1_vs_higher,validation_youden,0.62170789,198,164,0.7828282828282829,0.7756456241032998,0.8571428571428571,0.9416058394160584,0.7865853658536586,0.7647058823529411,0.3620855840369925,0.10457046848497957,0.8765243902439025,0.9714879820073741
age_sex,1,20260606,0,level_3_vs_lower,validation_youden,0.4103011258969888,198,52,0.7171717171717171,0.5977344573234984,0.391304347826087,0.45,0.34615384615384615,0.8493150684931506,0.5705193630168679,0.09010304927293525,0.6334299262381454,0.42214362452097276
age_sex,1,20260606,1,level_1_vs_higher,validation_youden,0.56822895,198,164,0.8232323232323232,0.8000358680057389,0.8867313915857605,0.9448275862068966,0.8353658536585366,0.7647058823529411,0.3630063390091453,0.07323278282517434,0.8808285509325682,0.9716595478177837
age_sex,1,20260606,1,level_3_vs_lower,validation_youden,0.47115224,198,52,0.7222222222222222,0.5702054794520548,0.32098765432098764,0.4482758620689655,0.25,0.8904109589041096,0.5972862202821541,0.09515106443898999,0.563026870389884,0.3662006838806037
age_sex,1,20260606,2,level_1_vs_higher,validation_youden,0.7705898722941014,198,164,0.6161616161616161,0.7100071736011477,0.7099236641221374,0.9489795918367347,0.5670731707317073,0.8529411764705882,0.4553397581182982,0.04837115512015765,0.7963593974175036,0.9149294150213587
