repeat,seed,fold,eval_split,model,encoder,probability_mode,bin,n,confidence_mean,accuracy
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.8-0.9,33,0.84995867,0.45454545
2,20260607,0,test,frozen_encoder_logistic,resnet50,raw,0.9-1.0,22,0.94482552,0.77272727
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.0-0.1,0,0.00000000,0.00000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.1-0.2,0,0.00000000,0.00000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.2-0.3,0,0.00000000,0.00000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.3-0.4,12,0.38030886,0.50000000
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.4-0.5,49,0.45496446,0.30612245
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.5-0.6,62,0.54477635,0.53225806
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.6-0.7,45,0.64266827,0.42222222
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.7-0.8,19,0.74767825,0.63157895
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.8-0.9,11,0.83381475,0.90909091
2,20260607,0,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.9-1.0,0,0.00000000,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.0-0.1,0,0.00000000,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.1-0.2,0,0.00000000,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.2-0.3,0,0.00000000,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.3-0.4,3,0.38495897,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.4-0.5,26,0.46295115,0.65384615
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.5-0.6,40,0.54628587,0.50000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.6-0.7,31,0.65559184,0.54838710
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.7-0.8,30,0.75048780,0.60000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.8-0.9,40,0.84167300,0.65000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,raw,0.9-1.0,28,0.94481768,0.78571429
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.0-0.1,0,0.00000000,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.1-0.2,0,0.00000000,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.2-0.3,0,0.00000000,0.00000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.3-0.4,13,0.38509333,0.53846154
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.4-0.5,54,0.45901677,0.50000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.5-0.6,50,0.54502313,0.62000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.6-0.7,48,0.64800944,0.64583333
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.7-0.8,21,0.74754726,0.76190476
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.8-0.9,10,0.83727397,0.70000000
2,20260607,0,val,frozen_encoder_logistic,resnet50,temperature_scaled,0.9-1.0,2,0.95067470,0.50000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.0-0.1,0,0.00000000,0.00000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.1-0.2,0,0.00000000,0.00000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.2-0.3,0,0.00000000,0.00000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.3-0.4,1,0.37722179,1.00000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.4-0.5,3,0.47235410,0.33333333
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.5-0.6,10,0.54615908,0.50000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.6-0.7,11,0.64522844,0.45454545
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.7-0.8,22,0.74382214,0.50000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.8-0.9,31,0.85727414,0.38709677
2,20260607,1,test,frozen_encoder_logistic,resnet50,raw,0.9-1.0,120,0.97911074,0.61666667
2,20260607,1,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.0-0.1,0,0.00000000,0.00000000
2,20260607,1,test,frozen_encoder_logistic,resnet50,temperature_scaled,0.1-0.2,0,0.00000000,0.00000000
