repeat,seed,fold,eval_split,model,encoder,probability_mode,true_label,pred_label,count
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,2,74
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,3,19
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,1,7
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,2,19
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,3,26
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,1,19
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,2,11
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,3,4
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,1,19
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,2,74
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,3,19
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,1,7
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,2,19
2,20260607,1,test,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,3,26
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,1,15
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,2,15
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,1,3,4
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,1,22
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,2,64
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,2,3,26
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,1,4
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,2,31
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,raw,3,3,17
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,1,15
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,2,15
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,1,3,4
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,1,22
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,2,64
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,2,3,26
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,1,4
2,20260607,1,val,tile_frozen_encoder_logistic,efficientnet_b0_tiles_meanmax,temperature_scaled,3,2,31
