repeat,seed,fold,eval_split,model,encoder,image_width,image_height,probability_mode,temperature,n,accuracy,balanced_accuracy,macro_f1,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,f1_1,f1_2,f1_3,brier_score,log_loss,ece_10,ordinal_mae,quadratic_weighted_kappa,ovr_auroc
2,20260607,4,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.04940274,198,0.49494949,0.45589582,0.45103650,0.37500000,0.58035714,0.39130435,0.44117647,0.58035714,0.34615385,0.40540541,0.58035714,0.36734694,0.57884462,0.94196591,0.06150488,0.53535354,0.30957447,0.68371988
3,20260608,0,test,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,198,0.51515152,0.49179864,0.48279516,0.40000000,0.61165049,0.41818182,0.47058824,0.56250000,0.44230769,0.43243243,0.58604651,0.42990654,0.84974619,3.20289915,0.38984264,0.52020202,0.34370219,0.63983889
3,20260608,0,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,4.99997024,198,0.51515152,0.49179864,0.48279516,0.40000000,0.61165049,0.41818182,0.47058824,0.56250000,0.44230769,0.43243243,0.58604651,0.42990654,0.64056673,1.07519767,0.18232799,0.52020202,0.34370219,0.64563122
3,20260608,0,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,198,0.44444444,0.39890379,0.39527168,0.27272727,0.54807692,0.36065574,0.26470588,0.50892857,0.42307692,0.26865672,0.52777778,0.38938053,0.96153266,3.38466121,0.46653822,0.59595960,0.23388773,0.61579180
3,20260608,0,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,4.99997024,198,0.44444444,0.39890379,0.39527168,0.27272727,0.54807692,0.36065574,0.26470588,0.50892857,0.42307692,0.26865672,0.52777778,0.38938053,0.66364503,1.12462685,0.19174637,0.59595960,0.23388773,0.62412160
3,20260608,1,test,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,198,0.48989899,0.46661549,0.45616933,0.36363636,0.58095238,0.40816327,0.47058824,0.54464286,0.38461538,0.41025641,0.56221198,0.39603960,0.66078331,1.09146769,0.17866511,0.54040404,0.33180194,0.64670982
3,20260608,1,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,1.45033293,198,0.48989899,0.46661549,0.45616933,0.36363636,0.58095238,0.40816327,0.47058824,0.54464286,0.38461538,0.41025641,0.56221198,0.39603960,0.62089294,1.01012417,0.09510826,0.54040404,0.33180194,0.64691321
3,20260608,1,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,198,0.57575758,0.55147059,0.53851435,0.42857143,0.70000000,0.46428571,0.52941176,0.62500000,0.50000000,0.47368421,0.66037736,0.48148148,0.54364789,0.88757446,0.09236546,0.48484848,0.33867735,0.74686637
3,20260608,1,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,1.45033293,198,0.57575758,0.55147059,0.53851435,0.42857143,0.70000000,0.46428571,0.52941176,0.62500000,0.50000000,0.47368421,0.66037736,0.48148148,0.52848354,0.86220172,0.03820555,0.48484848,0.33867735,0.74919243
3,20260608,2,test,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,198,0.58080808,0.57153631,0.55467412,0.48780488,0.71578947,0.43548387,0.58823529,0.60714286,0.51923077,0.53333333,0.65700483,0.47368421,0.51131206,0.84609398,0.09097261,0.47979798,0.35738832,0.77214746
3,20260608,2,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.53256547,198,0.58080808,0.57153631,0.55467412,0.48780488,0.71578947,0.43548387,0.58823529,0.60714286,0.51923077,0.53333333,0.65700483,0.47368421,0.52299606,0.87134925,0.08500676,0.47979798,0.35738832,0.76838639
3,20260608,2,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.55329949,0.52024977,0.51174685,0.42857143,0.64356436,0.47058824,0.35294118,0.58035714,0.62745098,0.38709677,0.61032864,0.53781513,0.63716842,1.12282501,0.19391417,0.47208122,0.40837391,0.66433975
3,20260608,2,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.53256547,197,0.55329949,0.52024977,0.51174685,0.42857143,0.64356436,0.47058824,0.35294118,0.58035714,0.62745098,0.38709677,0.61032864,0.53781513,0.58349112,0.96359800,0.09037325,0.47208122,0.40837391,0.66454275
3,20260608,3,test,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.55329949,0.54102474,0.52597224,0.48275862,0.66304348,0.44736842,0.41176471,0.54464286,0.66666667,0.44444444,0.59803922,0.53543307,0.61253151,1.06758584,0.15435118,0.47715736,0.41722483,0.70018025
3,20260608,3,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.29276410,197,0.55329949,0.54102474,0.52597224,0.48275862,0.66304348,0.44736842,0.41176471,0.54464286,0.66666667,0.44444444,0.59803922,0.53543307,0.56423223,0.93244438,0.04006209,0.47715736,0.41722483,0.70097339
3,20260608,3,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.51776650,0.46323529,0.46519397,0.42424242,0.60344828,0.37500000,0.41176471,0.62500000,0.35294118,0.41791045,0.61403509,0.36363636,0.64290068,1.07524535,0.17242660,0.51776650,0.29013419,0.65553273
3,20260608,3,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.29276410,197,0.51776650,0.46323529,0.46519397,0.42424242,0.60344828,0.37500000,0.41176471,0.62500000,0.35294118,0.41791045,0.61403509,0.36363636,0.59064229,0.95350100,0.06520733,0.51776650,0.29013419,0.65836200
3,20260608,4,test,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,197,0.48223350,0.42547852,0.42359794,0.28205128,0.59090909,0.39583333,0.32352941,0.58035714,0.37254902,0.30136986,0.58558559,0.38383838,0.77173246,1.61546563,0.31359809,0.56852792,0.22556436,0.62489239
3,20260608,4,test,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.99303400,197,0.48223350,0.42547852,0.42359794,0.28205128,0.59090909,0.39583333,0.32352941,0.58035714,0.37254902,0.30136986,0.58558559,0.38383838,0.62431492,1.02208644,0.09900512,0.56852792,0.22556436,0.62856404
3,20260608,4,val,frozen_encoder_logistic,efficientnet_b0,384,192,raw,1.00000000,198,0.59090909,0.55700549,0.55501281,0.51515152,0.68224299,0.46551724,0.50000000,0.65178571,0.51923077,0.50746269,0.66666667,0.49090909,0.61660621,1.21759353,0.20990178,0.44949495,0.39114391,0.70583410
3,20260608,4,val,frozen_encoder_logistic,efficientnet_b0,384,192,temperature_scaled,2.99303400,198,0.59090909,0.55700549,0.55501281,0.51515152,0.68224299,0.46551724,0.50000000,0.65178571,0.51923077,0.50746269,0.66666667,0.49090909,0.54368418,0.89769983,0.07884181,0.44949495,0.39114391,0.71164343
