repeat,seed,fold,eval_split,model,encoder,image_width,image_height,probability_mode,temperature,n,accuracy,balanced_accuracy,macro_f1,precision_1,precision_2,precision_3,recall_1,recall_2,recall_3,f1_1,f1_2,f1_3,brier_score,log_loss,ece_10,ordinal_mae,quadratic_weighted_kappa,ovr_auroc
3,20260608,0,test,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,198,0.51010101,0.57431049,0.51087993,0.41666667,0.69696970,0.41666667,0.73529412,0.41071429,0.57692308,0.53191489,0.51685393,0.48387097,0.58089235,0.93864778,0.08483302,0.54545455,0.39764111,0.73399393
3,20260608,0,test,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.88769160,198,0.51010101,0.57431049,0.51087993,0.41666667,0.69696970,0.41666667,0.73529412,0.41071429,0.57692308,0.53191489,0.51685393,0.48387097,0.57966275,0.95283693,0.09821545,0.54545455,0.39764111,0.73292924
3,20260608,0,val,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,198,0.45454545,0.51070621,0.44824572,0.29268293,0.67187500,0.44230769,0.70588235,0.38392857,0.44230769,0.41379310,0.48863636,0.44230769,0.65360305,1.06366400,0.11721027,0.63636364,0.28145161,0.66147678
3,20260608,0,val,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.88769160,198,0.45454545,0.51070621,0.44824572,0.29268293,0.67187500,0.44230769,0.70588235,0.38392857,0.44230769,0.41379310,0.48863636,0.44230769,0.62319222,1.02015693,0.06562816,0.63636364,0.28145161,0.65836754
3,20260608,1,test,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,198,0.47474747,0.50556184,0.46498237,0.25925926,0.67123288,0.54545455,0.61764706,0.43750000,0.46153846,0.36521739,0.52972973,0.50000000,0.63791033,1.04588740,0.08549224,0.61111111,0.28810021,0.67573155
3,20260608,1,test,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.18359590,198,0.47474747,0.50556184,0.46498237,0.25925926,0.67123288,0.54545455,0.61764706,0.43750000,0.46153846,0.36521739,0.52972973,0.50000000,0.62800044,1.02800762,0.06004523,0.61111111,0.28810021,0.67417690
3,20260608,1,val,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,198,0.52525253,0.59681373,0.52024669,0.38157895,0.73134328,0.47272727,0.85294118,0.43750000,0.50000000,0.52727273,0.54748603,0.48598131,0.57722969,0.93608951,0.06628274,0.54040404,0.39769452,0.75533232
3,20260608,1,val,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.18359590,198,0.52525253,0.59681373,0.52024669,0.38157895,0.73134328,0.47272727,0.85294118,0.43750000,0.50000000,0.52727273,0.54748603,0.48598131,0.57306166,0.93239527,0.08211575,0.54040404,0.39769452,0.75444589
3,20260608,2,test,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,198,0.54545455,0.57793310,0.52744746,0.40625000,0.71084337,0.45098039,0.76470588,0.52678571,0.44230769,0.53061224,0.60512821,0.44660194,0.54431980,0.88071318,0.04898288,0.52020202,0.36566831,0.76241444
3,20260608,2,test,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.21599518,198,0.54545455,0.57793310,0.52744746,0.40625000,0.71084337,0.45098039,0.76470588,0.52678571,0.44230769,0.53061224,0.60512821,0.44660194,0.54590464,0.88976890,0.03278678,0.52020202,0.36566831,0.76167295
3,20260608,2,val,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,197,0.53807107,0.55672269,0.51520198,0.36585366,0.70270270,0.47560976,0.44117647,0.46428571,0.76470588,0.40000000,0.55913978,0.58646617,0.59610996,0.96121037,0.15396489,0.50761421,0.41271285,0.69779834
3,20260608,2,val,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.21599518,197,0.53807107,0.55672269,0.51520198,0.36585366,0.70270270,0.47560976,0.44117647,0.46428571,0.76470588,0.40000000,0.55913978,0.58646617,0.58990435,0.95669096,0.13473082,0.50761421,0.41271285,0.69652787
3,20260608,3,test,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,197,0.47208122,0.51003735,0.46140630,0.30000000,0.67692308,0.43055556,0.52941176,0.39285714,0.60784314,0.38297872,0.49717514,0.50406504,0.61539357,1.00009275,0.09176040,0.60406091,0.30674760,0.69553147
3,20260608,3,test,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.26239805,197,0.47208122,0.51003735,0.46140630,0.30000000,0.67692308,0.43055556,0.52941176,0.39285714,0.60784314,0.38297872,0.49717514,0.50406504,0.60701831,0.99176184,0.04876577,0.60406091,0.30674760,0.69367976
3,20260608,3,val,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,197,0.49238579,0.56559290,0.49082569,0.36000000,0.68750000,0.44827586,0.79411765,0.39285714,0.50980392,0.49541284,0.50000000,0.47706422,0.61440070,0.99073632,0.08555301,0.56852792,0.38443158,0.70044750
3,20260608,3,val,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.26239805,197,0.49238579,0.56559290,0.49082569,0.36000000,0.68750000,0.44827586,0.79411765,0.39285714,0.50980392,0.49541284,0.50000000,0.47706422,0.60535143,0.98481891,0.05282119,0.56852792,0.38443158,0.69897029
3,20260608,4,test,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,197,0.49238579,0.57271242,0.49370884,0.35064935,0.68852459,0.47457627,0.79411765,0.37500000,0.54901961,0.48648649,0.48554913,0.50909091,0.60470339,0.97681929,0.06675895,0.56345178,0.40653242,0.71331035
3,20260608,4,test,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.06731156,197,0.49238579,0.57271242,0.49370884,0.35064935,0.68852459,0.47457627,0.79411765,0.37500000,0.54901961,0.48648649,0.48554913,0.50909091,0.60181691,0.97333947,0.06008510,0.56345178,0.40653242,0.71295858
3,20260608,4,val,lightly_finetuned_cnn,efficientnet_b0,384,192,raw,1.00000000,198,0.53030303,0.57599386,0.52263975,0.34848485,0.70833333,0.51666667,0.67647059,0.45535714,0.59615385,0.46000000,0.55434783,0.55357143,0.57782386,0.93658483,0.09774101,0.52525253,0.40870307,0.73425925
3,20260608,4,val,lightly_finetuned_cnn,efficientnet_b0,384,192,temperature_scaled,1.06731156,198,0.53030303,0.57599386,0.52263975,0.34848485,0.70833333,0.51666667,0.67647059,0.45535714,0.59615385,0.46000000,0.55434783,0.55357143,0.57669572,0.93608419,0.10960043,0.52525253,0.40870307,0.73389897
